	CHEMBL101	CHEMBL1064	CHEMBL107	CHEMBL108	CHEMBL1089221	CHEMBL109	CHEMBL11	CHEMBL112	CHEMBL113	CHEMBL1177	CHEMBL12	CHEMBL1200688	CHEMBL1200714	CHEMBL1201082	CHEMBL1201088	CHEMBL1201089	CHEMBL1201093	CHEMBL1201097	CHEMBL1201288	CHEMBL123292	CHEMBL130	CHEMBL1314	CHEMBL1381098	CHEMBL139	CHEMBL1395	CHEMBL1411979	CHEMBL1430	CHEMBL1431	CHEMBL1440	CHEMBL1479	CHEMBL1503	CHEMBL154	CHEMBL1542	CHEMBL1560	CHEMBL1566	CHEMBL15770	CHEMBL159226	CHEMBL16	CHEMBL16068	CHEMBL16073	CHEMBL1609891	CHEMBL1628227	CHEMBL164290	CHEMBL165908	CHEMBL1697693	CHEMBL1697694	CHEMBL1697830	CHEMBL1697856	CHEMBL1790041	CHEMBL190	CHEMBL19224	CHEMBL193	CHEMBL20	CHEMBL203187	CHEMBL2037000	CHEMBL2105617	CHEMBL228514	CHEMBL23	CHEMBL232201	CHEMBL23832	CHEMBL25	CHEMBL26	CHEMBL267345	CHEMBL27	CHEMBL273386	CHEMBL2766015	CHEMBL288958	CHEMBL295416	CHEMBL295698	CHEMBL30	CHEMBL35	CHEMBL351487	CHEMBL374478	CHEMBL384467	CHEMBL388590	CHEMBL40	CHEMBL415	CHEMBL42	CHEMBL421	CHEMBL429	CHEMBL429023	CHEMBL44657	CHEMBL44814	CHEMBL44884	CHEMBL457	CHEMBL459	CHEMBL472	CHEMBL479	CHEMBL49	CHEMBL498	CHEMBL502074	CHEMBL502682	CHEMBL505	CHEMBL505513	CHEMBL514	CHEMBL517	CHEMBL521	CHEMBL521035	CHEMBL54	CHEMBL54349	CHEMBL562	CHEMBL56367	CHEMBL565	CHEMBL572	CHEMBL578	CHEMBL599	CHEMBL6	CHEMBL606759	CHEMBL623	CHEMBL629	CHEMBL633	CHEMBL637	CHEMBL64	CHEMBL643	CHEMBL646	CHEMBL6466	CHEMBL672	CHEMBL686	CHEMBL691	CHEMBL695	CHEMBL71	CHEMBL726	CHEMBL75880	CHEMBL782	CHEMBL8	CHEMBL806	CHEMBL822	CHEMBL83	CHEMBL833	CHEMBL843	CHEMBL85728	CHEMBL869	CHEMBL88	CHEMBL896	CHEMBL902	CHEMBL92401	CHEMBL95	CHEMBL964	CHEMBL986
CHEMBL1697693	0.94	0.95	0.91	0.91	0.95	0.9	0.91	0.91	0.94	0.92	0.93	0.91	0.92	0.89	0.92	0.93	0.74	0.88	0.94	0.87	0.91	0.74	0.93	0.92	0.95	0.94	0.73	0.77	0.93	0.94	0.94	0.97	0.93	0.87	0.87	0.96	0.93	0.92	0.88	0.92	0.76	0.92	0.67	0.77	0.0	0.97	0.95	0.92	0.91	0.91	0.95	0.93	0.84	0.72	0.9	0.94	0.98	0.95	0.97	0.92	0.97	0.92	0.88	0.9	0.94	0.89	0.78	0.94	0.96	0.86	0.93	0.93	0.96	0.96	0.96	0.91	0.92	0.91	0.94	0.91	0.98	0.98	1.0	0.71	0.96	0.92	0.92	0.92	0.93	0.86	0.96	0.94	0.93	0.9	0.77	0.92	0.95	0.91	0.93	0.95	0.98	0.93	0.96	0.92	0.89	0.94	0.97	0.79	0.95	0.88	0.94	0.92	0.91	0.92	0.94	0.96	0.97	0.93	0.97	0.84	0.92	0.93	0.74	0.86	0.92	0.91	0.9	0.92	0.92	0.94	0.88	0.92	0.72	0.92	0.89	0.9	0.93	0.71	0.93
CHEMBL1697694	0.65	0.56	0.43	0.7	0.57	0.78	0.69	0.63	0.89	0.51	0.7	0.66	0.69	0.45	0.69	0.45	0.83	0.76	0.55	0.74	0.65	0.89	0.69	0.63	0.62	0.81	0.86	0.97	0.46	0.59	0.67	0.33	0.92	0.84	0.69	0.53	0.36	0.61	0.72	0.54	0.88	0.4	0.95	0.9	0.97	0.0	0.63	0.54	0.59	0.9	0.58	0.53	0.92	0.88	0.75	0.62	0.79	0.51	0.33	0.58	0.3	0.5	0.55	0.46	0.66	0.79	0.95	0.73	0.6	0.93	0.57	0.67	0.47	0.6	0.37	0.6	0.71	0.75	0.62	0.47	0.24	0.28	1.0	0.9	0.34	0.47	0.53	0.76	0.82	0.73	0.41	0.7	0.73	0.69	0.91	0.69	0.48	0.62	0.56	0.73	0.3	0.59	0.45	0.63	0.55	0.67	0.55	0.81	0.62	0.64	0.35	0.42	0.74	0.76	0.75	0.33	0.36	0.58	0.48	0.86	0.77	0.72	0.86	0.68	0.63	0.69	0.65	0.42	0.71	0.55	0.68	0.6	0.92	0.67	0.91	0.73	0.73	0.95	0.71
CHEMBL1697830	0.7	0.41	0.7	0.77	0.77	0.63	0.75	0.75	0.87	0.65	0.72	0.67	0.71	0.72	0.74	0.62	0.78	0.71	0.75	0.62	0.72	0.85	0.76	0.65	0.14	0.87	0.78	0.95	0.6	0.51	0.83	0.58	0.93	0.77	0.71	0.56	0.67	0.67	0.8	0.79	0.8	0.68	0.91	0.89	0.95	0.63	0.0	0.76	0.79	0.89	0.76	0.66	0.9	0.81	0.77	0.66	0.8	0.73	0.62	0.68	0.64	0.73	0.61	0.7	0.8	0.66	0.93	0.76	0.78	0.91	0.74	0.69	0.72	0.25	0.65	0.64	0.73	0.77	0.77	0.66	0.64	0.64	0.98	0.83	0.63	0.64	0.7	0.82	0.77	0.76	0.63	0.76	0.75	0.7	0.83	0.72	0.51	0.63	0.55	0.76	0.6	0.81	0.68	0.82	0.64	0.76	0.7	0.83	0.78	0.68	0.66	0.64	0.81	0.81	0.79	0.68	0.59	0.66	0.49	0.8	0.79	0.77	0.76	0.74	0.68	0.75	0.69	0.7	0.75	0.76	0.75	0.81	0.86	0.68	0.91	0.8	0.79	0.91	0.55
CHEMBL1697856	0.44	0.68	0.49	0.48	0.46	0.82	0.53	0.18	0.8	0.49	0.55	0.76	0.6	0.4	0.54	0.52	0.8	0.71	0.48	0.67	0.44	0.79	0.59	0.45	0.76	0.66	0.82	0.93	0.53	0.63	0.52	0.5	0.85	0.78	0.64	0.65	0.48	0.56	0.69	0.09	0.81	0.46	0.9	0.86	0.92	0.54	0.76	0.0	0.46	0.79	0.49	0.49	0.86	0.81	0.78	0.52	0.77	0.39	0.52	0.4	0.45	0.42	0.63	0.41	0.42	0.81	0.91	0.6	0.49	0.83	0.45	0.6	0.51	0.75	0.55	0.57	0.57	0.59	0.53	0.42	0.56	0.58	1.0	0.77	0.43	0.49	0.47	0.58	0.74	0.63	0.48	0.56	0.62	0.65	0.8	0.56	0.58	0.64	0.58	0.65	0.58	0.38	0.45	0.48	0.52	0.61	0.46	0.75	0.39	0.66	0.51	0.42	0.58	0.55	0.66	0.48	0.52	0.42	0.6	0.83	0.58	0.57	0.82	0.61	0.52	0.45	0.63	0.46	0.68	0.46	0.54	0.46	0.84	0.59	0.83	0.56	0.59	0.9	0.74
CHEMBL1790041	0.61	0.78	0.53	0.63	0.59	0.85	0.65	0.53	0.78	0.55	0.66	0.8	0.59	0.49	0.66	0.59	0.76	0.67	0.4	0.78	0.55	0.76	0.7	0.63	0.79	0.61	0.8	0.88	0.58	0.62	0.55	0.6	0.77	0.71	0.71	0.66	0.52	0.56	0.75	0.45	0.74	0.53	0.87	0.83	0.91	0.59	0.79	0.46	0.0	0.77	0.6	0.54	0.81	0.75	0.8	0.66	0.82	0.47	0.54	0.56	0.52	0.43	0.71	0.53	0.56	0.8	0.87	0.65	0.57	0.75	0.44	0.66	0.59	0.79	0.57	0.6	0.68	0.67	0.59	0.5	0.59	0.66	1.0	0.8	0.56	0.57	0.47	0.63	0.73	0.61	0.6	0.59	0.69	0.64	0.77	0.64	0.66	0.68	0.59	0.68	0.61	0.44	0.56	0.35	0.54	0.6	0.57	0.81	0.49	0.68	0.48	0.52	0.62	0.61	0.71	0.54	0.56	0.57	0.68	0.81	0.64	0.64	0.84	0.59	0.58	0.59	0.66	0.51	0.62	0.45	0.67	0.37	0.86	0.63	0.77	0.6	0.71	0.86	0.81
CHEMBL190	0.74	0.9	0.84	0.76	0.76	0.89	0.81	0.78	0.09	0.82	0.74	0.86	0.81	0.87	0.79	0.87	0.83	0.77	0.74	0.82	0.81	0.76	0.87	0.82	0.88	0.63	0.82	0.79	0.84	0.79	0.62	0.91	0.42	0.77	0.85	0.89	0.88	0.72	0.93	0.79	0.83	0.88	0.88	0.85	0.91	0.9	0.89	0.79	0.77	0.0	0.76	0.83	0.73	0.83	0.88	0.79	0.95	0.81	0.88	0.78	0.9	0.79	0.87	0.87	0.87	0.88	0.84	0.65	0.66	0.4	0.8	0.86	0.79	0.89	0.89	0.75	0.83	0.73	0.71	0.83	0.89	0.9	1.0	0.79	0.91	0.87	0.82	0.82	0.5	0.8	0.92	0.68	0.72	0.74	0.77	0.65	0.89	0.84	0.85	0.54	0.9	0.87	0.9	0.74	0.76	0.63	0.75	0.87	0.73	0.88	0.86	0.88	0.67	0.8	0.69	0.91	0.91	0.79	0.91	0.76	0.82	0.81	0.85	0.8	0.75	0.77	0.87	0.89	0.84	0.66	0.86	0.8	0.82	0.83	0.65	0.65	0.74	0.88	0.91
CHEMBL19224	0.58	0.73	0.43	0.57	0.38	0.88	0.52	0.52	0.75	0.6	0.53	0.79	0.64	0.48	0.49	0.58	0.86	0.78	0.51	0.78	0.56	0.9	0.56	0.57	0.75	0.53	0.89	0.94	0.52	0.54	0.37	0.49	0.76	0.85	0.71	0.66	0.51	0.64	0.77	0.47	0.9	0.45	0.91	0.88	0.95	0.58	0.76	0.49	0.6	0.76	0.0	0.55	0.92	0.91	0.86	0.5	0.83	0.46	0.55	0.54	0.6	0.55	0.71	0.44	0.59	0.86	0.94	0.54	0.4	0.77	0.56	0.59	0.5	0.75	0.58	0.65	0.55	0.55	0.44	0.54	0.52	0.53	1.0	0.86	0.56	0.52	0.55	0.58	0.62	0.74	0.52	0.52	0.39	0.71	0.87	0.39	0.66	0.72	0.58	0.5	0.61	0.53	0.61	0.59	0.62	0.54	0.34	0.82	0.48	0.61	0.5	0.43	0.49	0.56	0.55	0.57	0.56	0.52	0.55	0.89	0.59	0.55	0.79	0.68	0.57	0.61	0.56	0.46	0.66	0.38	0.59	0.58	0.88	0.57	0.8	0.48	0.4	0.91	0.77
CHEMBL193	0.45	0.6	0.51	0.45	0.54	0.76	0.45	0.49	0.83	0.47	0.5	0.7	0.58	0.53	0.48	0.47	0.76	0.69	0.43	0.64	0.39	0.82	0.49	0.4	0.65	0.69	0.8	0.92	0.51	0.52	0.62	0.52	0.83	0.77	0.66	0.54	0.53	0.47	0.7	0.48	0.8	0.55	0.88	0.85	0.93	0.53	0.66	0.49	0.54	0.83	0.55	0.0	0.87	0.82	0.75	0.5	0.78	0.47	0.58	0.34	0.53	0.51	0.56	0.55	0.5	0.79	0.89	0.54	0.61	0.85	0.5	0.42	0.55	0.66	0.6	0.48	0.5	0.54	0.57	0.46	0.57	0.59	1.0	0.81	0.53	0.47	0.53	0.6	0.71	0.65	0.57	0.55	0.56	0.63	0.8	0.49	0.46	0.6	0.52	0.61	0.58	0.47	0.62	0.56	0.43	0.63	0.49	0.79	0.6	0.56	0.55	0.51	0.58	0.58	0.61	0.55	0.53	0.34	0.61	0.85	0.61	0.56	0.75	0.57	0.39	0.35	0.54	0.56	0.64	0.54	0.43	0.55	0.86	0.55	0.83	0.56	0.53	0.89	0.7
CHEMBL20	0.83	0.9	0.88	0.85	0.88	0.85	0.92	0.84	0.75	0.82	0.88	0.88	0.8	0.88	0.91	0.89	0.8	0.78	0.82	0.8	0.87	0.71	0.89	0.88	0.89	0.84	0.76	0.75	0.89	0.89	0.83	0.92	0.8	0.76	0.87	0.87	0.89	0.78	0.94	0.85	0.71	0.91	0.8	0.8	0.84	0.92	0.9	0.86	0.81	0.73	0.92	0.87	0.0	0.74	0.85	0.9	0.97	0.89	0.91	0.88	0.92	0.81	0.88	0.89	0.91	0.85	0.7	0.81	0.86	0.73	0.86	0.92	0.89	0.91	0.92	0.79	0.92	0.87	0.84	0.87	0.92	0.93	1.0	0.76	0.92	0.88	0.83	0.9	0.81	0.74	0.93	0.85	0.92	0.8	0.72	0.87	0.9	0.86	0.9	0.85	0.92	0.85	0.91	0.79	0.82	0.73	0.9	0.85	0.84	0.91	0.89	0.9	0.85	0.9	0.84	0.91	0.93	0.88	0.93	0.74	0.91	0.9	0.86	0.74	0.89	0.84	0.92	0.91	0.88	0.82	0.9	0.82	0.8	0.9	0.65	0.85	0.91	0.76	0.9
CHEMBL203187	0.84	0.77	0.85	0.87	0.87	0.59	0.89	0.8	0.84	0.83	0.86	0.72	0.77	0.85	0.9	0.79	0.5	0.62	0.87	0.72	0.81	0.37	0.9	0.8	0.8	0.86	0.21	0.82	0.83	0.85	0.87	0.84	0.85	0.48	0.74	0.75	0.83	0.82	0.93	0.84	0.14	0.88	0.75	0.74	0.72	0.88	0.81	0.81	0.75	0.83	0.91	0.82	0.74	0.0	0.73	0.87	0.96	0.8	0.88	0.79	0.83	0.82	0.7	0.82	0.86	0.78	0.78	0.81	0.9	0.76	0.82	0.9	0.87	0.83	0.89	0.82	0.9	0.89	0.84	0.8	0.91	0.87	1.0	0.52	0.83	0.75	0.83	0.83	0.87	0.79	0.88	0.8	0.91	0.77	0.71	0.85	0.78	0.73	0.83	0.9	0.91	0.84	0.85	0.86	0.72	0.83	0.88	0.63	0.89	0.87	0.86	0.84	0.86	0.83	0.92	0.87	0.87	0.8	0.89	0.67	0.85	0.83	0.75	0.79	0.8	0.84	0.89	0.87	0.84	0.81	0.87	0.86	0.7	0.84	0.76	0.82	0.91	0.74	0.83
CHEMBL2037000	0.82	0.67	0.81	0.85	0.83	0.65	0.87	0.81	0.86	0.77	0.86	0.79	0.83	0.79	0.87	0.73	0.68	0.83	0.84	0.8	0.83	0.74	0.88	0.84	0.76	0.9	0.71	0.9	0.84	0.84	0.89	0.76	0.93	0.77	0.76	0.79	0.75	0.83	0.83	0.76	0.74	0.78	0.82	0.74	0.9	0.75	0.77	0.78	0.8	0.88	0.86	0.75	0.85	0.73	0.0	0.87	0.92	0.81	0.79	0.79	0.71	0.81	0.7	0.81	0.85	0.53	0.86	0.86	0.86	0.9	0.82	0.86	0.85	0.74	0.81	0.81	0.88	0.9	0.86	0.82	0.79	0.81	1.0	0.75	0.72	0.79	0.82	0.89	0.87	0.82	0.78	0.89	0.9	0.77	0.84	0.87	0.74	0.69	0.81	0.9	0.81	0.82	0.7	0.82	0.77	0.86	0.83	0.78	0.83	0.84	0.79	0.79	0.85	0.88	0.91	0.69	0.73	0.79	0.84	0.72	0.89	0.87	0.89	0.82	0.84	0.83	0.86	0.78	0.89	0.82	0.86	0.81	0.8	0.82	0.88	0.84	0.9	0.84	0.65
CHEMBL2105617	0.5	0.64	0.58	0.48	0.52	0.83	0.43	0.52	0.78	0.59	0.48	0.7	0.59	0.58	0.47	0.56	0.85	0.66	0.59	0.71	0.48	0.87	0.54	0.49	0.66	0.63	0.85	0.93	0.53	0.55	0.57	0.63	0.81	0.77	0.62	0.61	0.59	0.56	0.74	0.55	0.85	0.55	0.89	0.85	0.94	0.62	0.66	0.52	0.66	0.79	0.5	0.5	0.9	0.87	0.87	0.0	0.81	0.52	0.65	0.49	0.67	0.58	0.65	0.55	0.59	0.84	0.93	0.58	0.56	0.82	0.57	0.53	0.53	0.65	0.67	0.58	0.47	0.5	0.6	0.52	0.61	0.59	1.0	0.78	0.62	0.6	0.62	0.49	0.66	0.7	0.59	0.5	0.53	0.61	0.84	0.51	0.58	0.64	0.54	0.58	0.67	0.62	0.71	0.67	0.5	0.61	0.53	0.76	0.55	0.56	0.61	0.5	0.61	0.48	0.55	0.66	0.67	0.48	0.55	0.85	0.54	0.42	0.75	0.63	0.45	0.52	0.53	0.58	0.58	0.59	0.54	0.69	0.85	0.48	0.84	0.59	0.52	0.88	0.7
CHEMBL228514	0.73	0.86	0.8	0.71	0.83	0.93	0.71	0.74	0.94	0.74	0.69	0.96	0.66	0.74	0.71	0.76	0.94	0.95	0.83	0.94	0.76	0.96	0.69	0.68	0.87	0.8	0.96	0.98	0.81	0.83	0.86	0.76	0.95	0.96	0.89	0.73	0.76	0.73	0.52	0.75	0.97	0.74	0.96	0.96	0.98	0.79	0.8	0.77	0.82	0.95	0.83	0.78	0.97	0.96	0.92	0.81	0.0	0.82	0.79	0.77	0.75	0.81	0.89	0.78	0.74	0.85	0.99	0.77	0.8	0.94	0.8	0.71	0.87	0.88	0.8	0.71	0.66	0.71	0.85	0.8	0.81	0.82	0.93	0.96	0.74	0.76	0.77	0.75	0.93	0.6	0.72	0.85	0.71	0.91	0.89	0.79	0.67	0.9	0.69	0.78	0.75	0.78	0.64	0.84	0.76	0.83	0.8	0.94	0.76	0.64	0.8	0.74	0.78	0.73	0.74	0.71	0.72	0.78	0.75	0.96	0.67	0.78	0.92	0.7	0.81	0.75	0.69	0.74	0.65	0.85	0.66	0.82	0.9	0.66	0.94	0.79	0.76	0.96	0.8
CHEMBL23	0.48	0.67	0.46	0.5	0.44	0.82	0.47	0.46	0.8	0.46	0.48	0.71	0.52	0.43	0.51	0.44	0.81	0.63	0.47	0.73	0.48	0.79	0.58	0.48	0.74	0.59	0.82	0.93	0.52	0.61	0.51	0.47	0.8	0.73	0.68	0.52	0.44	0.54	0.76	0.39	0.78	0.43	0.9	0.84	0.95	0.51	0.73	0.39	0.47	0.81	0.46	0.47	0.89	0.8	0.81	0.52	0.82	0.0	0.54	0.45	0.5	0.38	0.64	0.47	0.56	0.84	0.92	0.57	0.44	0.8	0.42	0.6	0.47	0.71	0.56	0.59	0.5	0.56	0.5	0.43	0.54	0.54	1.0	0.82	0.49	0.49	0.41	0.48	0.68	0.65	0.54	0.49	0.59	0.67	0.83	0.52	0.58	0.61	0.55	0.58	0.56	0.47	0.53	0.55	0.46	0.55	0.45	0.82	0.41	0.61	0.45	0.42	0.61	0.45	0.61	0.51	0.44	0.45	0.6	0.78	0.5	0.42	0.81	0.59	0.5	0.53	0.59	0.41	0.57	0.36	0.57	0.56	0.88	0.53	0.8	0.6	0.6	0.88	0.76
CHEMBL232201	0.63	0.59	0.5	0.68	0.54	0.79	0.67	0.58	0.88	0.52	0.68	0.73	0.68	0.44	0.67	0.46	0.84	0.79	0.51	0.73	0.64	0.9	0.67	0.6	0.61	0.79	0.86	0.97	0.46	0.56	0.65	0.32	0.9	0.84	0.76	0.51	0.44	0.58	0.71	0.55	0.88	0.39	0.95	0.92	0.97	0.33	0.62	0.52	0.54	0.88	0.55	0.58	0.91	0.88	0.79	0.65	0.79	0.54	0.0	0.52	0.27	0.47	0.64	0.43	0.62	0.78	0.95	0.72	0.62	0.92	0.54	0.65	0.5	0.6	0.13	0.58	0.7	0.74	0.57	0.39	0.3	0.42	1.0	0.9	0.36	0.45	0.49	0.75	0.81	0.73	0.37	0.66	0.72	0.76	0.91	0.66	0.48	0.68	0.47	0.7	0.34	0.58	0.5	0.6	0.57	0.65	0.48	0.87	0.62	0.61	0.13	0.4	0.71	0.75	0.73	0.37	0.33	0.52	0.45	0.88	0.76	0.72	0.86	0.68	0.6	0.69	0.63	0.4	0.69	0.54	0.66	0.56	0.93	0.65	0.9	0.7	0.7	0.95	0.7
CHEMBL23832	0.39	0.65	0.57	0.35	0.47	0.75	0.4	0.34	0.79	0.46	0.47	0.74	0.56	0.51	0.45	0.49	0.79	0.74	0.5	0.68	0.42	0.8	0.47	0.23	0.67	0.65	0.78	0.93	0.51	0.52	0.59	0.5	0.85	0.76	0.66	0.51	0.57	0.44	0.69	0.42	0.8	0.56	0.91	0.89	0.92	0.58	0.68	0.4	0.56	0.78	0.54	0.34	0.88	0.79	0.79	0.49	0.77	0.45	0.52	0.0	0.45	0.47	0.62	0.53	0.5	0.79	0.92	0.48	0.59	0.84	0.39	0.49	0.53	0.69	0.55	0.48	0.46	0.49	0.44	0.39	0.59	0.61	1.0	0.81	0.53	0.42	0.49	0.55	0.7	0.65	0.56	0.54	0.55	0.67	0.82	0.46	0.44	0.65	0.4	0.58	0.63	0.53	0.61	0.58	0.47	0.55	0.44	0.8	0.56	0.58	0.54	0.5	0.49	0.53	0.58	0.51	0.52	0.06	0.58	0.85	0.56	0.5	0.77	0.58	0.3	0.39	0.55	0.57	0.6	0.49	0.42	0.57	0.86	0.54	0.83	0.48	0.47	0.91	0.71
CHEMBL25	0.64	0.55	0.47	0.66	0.56	0.71	0.67	0.52	0.89	0.46	0.69	0.73	0.64	0.43	0.67	0.41	0.81	0.78	0.51	0.73	0.59	0.86	0.68	0.56	0.64	0.79	0.81	0.96	0.47	0.6	0.67	0.3	0.94	0.81	0.72	0.49	0.35	0.59	0.66	0.48	0.83	0.38	0.93	0.9	0.97	0.3	0.64	0.45	0.52	0.9	0.6	0.53	0.92	0.83	0.71	0.67	0.75	0.5	0.27	0.45	0.0	0.4	0.6	0.43	0.57	0.75	0.94	0.7	0.62	0.93	0.5	0.67	0.54	0.64	0.32	0.56	0.7	0.73	0.53	0.41	0.35	0.43	1.0	0.88	0.23	0.38	0.45	0.75	0.81	0.69	0.32	0.7	0.73	0.74	0.89	0.67	0.37	0.64	0.47	0.73	0.38	0.54	0.37	0.57	0.52	0.63	0.52	0.82	0.6	0.62	0.35	0.4	0.68	0.74	0.76	0.19	0.3	0.46	0.49	0.85	0.76	0.71	0.88	0.63	0.56	0.65	0.66	0.4	0.7	0.53	0.65	0.54	0.92	0.65	0.91	0.67	0.72	0.94	0.67
CHEMBL26	0.55	0.7	0.4	0.59	0.54	0.83	0.6	0.49	0.8	0.46	0.59	0.74	0.5	0.43	0.62	0.52	0.8	0.63	0.43	0.69	0.51	0.78	0.66	0.56	0.73	0.67	0.8	0.91	0.47	0.6	0.54	0.5	0.83	0.73	0.68	0.57	0.47	0.48	0.74	0.44	0.78	0.45	0.89	0.87	0.92	0.5	0.73	0.42	0.43	0.79	0.55	0.51	0.81	0.82	0.81	0.58	0.81	0.38	0.47	0.47	0.4	0.0	0.63	0.44	0.61	0.81	0.9	0.66	0.54	0.82	0.37	0.66	0.5	0.72	0.5	0.54	0.63	0.63	0.46	0.34	0.49	0.58	1.0	0.78	0.48	0.49	0.2	0.63	0.72	0.53	0.5	0.55	0.66	0.65	0.78	0.58	0.58	0.62	0.5	0.62	0.51	0.49	0.56	0.49	0.43	0.51	0.49	0.81	0.52	0.63	0.41	0.43	0.6	0.6	0.68	0.47	0.49	0.48	0.61	0.8	0.65	0.6	0.78	0.45	0.5	0.57	0.6	0.48	0.59	0.46	0.62	0.52	0.84	0.57	0.82	0.57	0.67	0.87	0.76
CHEMBL267345	0.71	0.36	0.62	0.75	0.69	0.67	0.74	0.7	0.87	0.59	0.75	0.29	0.73	0.6	0.74	0.44	0.7	0.51	0.71	0.54	0.63	0.76	0.78	0.65	0.6	0.84	0.68	0.91	0.56	0.67	0.77	0.61	0.91	0.71	0.33	0.64	0.6	0.68	0.83	0.69	0.7	0.64	0.89	0.81	0.88	0.55	0.61	0.63	0.71	0.87	0.71	0.56	0.88	0.7	0.7	0.65	0.89	0.64	0.64	0.62	0.6	0.63	0.0	0.56	0.75	0.77	0.9	0.75	0.7	0.87	0.67	0.76	0.6	0.55	0.66	0.66	0.75	0.77	0.7	0.52	0.59	0.52	1.0	0.72	0.59	0.55	0.64	0.78	0.77	0.76	0.65	0.66	0.77	0.42	0.79	0.7	0.58	0.39	0.61	0.78	0.63	0.72	0.67	0.76	0.53	0.74	0.7	0.51	0.73	0.71	0.62	0.6	0.79	0.78	0.81	0.67	0.59	0.62	0.7	0.8	0.8	0.73	0.7	0.7	0.63	0.73	0.73	0.63	0.78	0.67	0.72	0.75	0.8	0.63	0.88	0.75	0.78	0.88	0.6
CHEMBL27	0.63	0.63	0.35	0.6	0.47	0.82	0.58	0.51	0.88	0.49	0.62	0.68	0.62	0.24	0.59	0.4	0.82	0.67	0.54	0.71	0.49	0.8	0.58	0.57	0.68	0.75	0.8	0.91	0.43	0.6	0.58	0.35	0.88	0.8	0.55	0.55	0.29	0.58	0.7	0.43	0.81	0.22	0.88	0.82	0.9	0.46	0.7	0.41	0.53	0.87	0.44	0.55	0.89	0.82	0.81	0.55	0.78	0.47	0.43	0.53	0.43	0.44	0.56	0.0	0.59	0.82	0.91	0.65	0.53	0.85	0.52	0.61	0.5	0.66	0.47	0.58	0.61	0.63	0.6	0.37	0.44	0.43	1.0	0.72	0.36	0.44	0.44	0.66	0.8	0.63	0.34	0.61	0.65	0.62	0.8	0.62	0.55	0.59	0.5	0.71	0.51	0.49	0.46	0.62	0.46	0.61	0.54	0.72	0.51	0.49	0.36	0.29	0.7	0.64	0.69	0.38	0.43	0.51	0.44	0.84	0.67	0.59	0.72	0.56	0.59	0.62	0.49	0.26	0.65	0.52	0.59	0.62	0.82	0.47	0.87	0.66	0.64	0.88	0.67
CHEMBL273386	0.55	0.77	0.63	0.55	0.58	0.87	0.56	0.3	0.86	0.58	0.62	0.85	0.67	0.58	0.57	0.62	0.86	0.84	0.55	0.83	0.43	0.89	0.56	0.55	0.79	0.7	0.85	0.95	0.59	0.61	0.63	0.6	0.83	0.85	0.72	0.67	0.6	0.64	0.65	0.4	0.86	0.58	0.9	0.86	0.94	0.66	0.8	0.42	0.56	0.87	0.59	0.5	0.91	0.86	0.85	0.59	0.74	0.56	0.62	0.5	0.57	0.61	0.75	0.59	0.0	0.83	0.92	0.65	0.62	0.89	0.6	0.48	0.65	0.8	0.65	0.65	0.6	0.65	0.58	0.54	0.68	0.67	1.0	0.85	0.58	0.49	0.64	0.61	0.8	0.68	0.53	0.68	0.66	0.75	0.85	0.65	0.61	0.75	0.62	0.71	0.69	0.35	0.58	0.54	0.64	0.66	0.6	0.79	0.54	0.67	0.65	0.52	0.65	0.6	0.69	0.56	0.65	0.53	0.57	0.89	0.61	0.6	0.89	0.67	0.59	0.5	0.66	0.57	0.69	0.63	0.52	0.49	0.89	0.63	0.85	0.66	0.62	0.93	0.76
CHEMBL2766015	0.77	0.68	0.8	0.78	0.86	0.69	0.8	0.78	0.86	0.76	0.8	0.84	0.77	0.79	0.8	0.78	0.73	0.86	0.84	0.8	0.82	0.79	0.81	0.81	0.61	0.87	0.75	0.88	0.81	0.8	0.88	0.78	0.93	0.8	0.75	0.76	0.78	0.77	0.75	0.79	0.79	0.78	0.8	0.82	0.89	0.79	0.66	0.81	0.8	0.88	0.86	0.79	0.85	0.78	0.53	0.84	0.85	0.84	0.78	0.79	0.75	0.81	0.77	0.82	0.83	0.0	0.86	0.84	0.87	0.89	0.85	0.8	0.87	0.69	0.8	0.74	0.82	0.85	0.86	0.8	0.8	0.84	1.0	0.79	0.76	0.78	0.83	0.85	0.86	0.78	0.76	0.87	0.85	0.77	0.84	0.82	0.7	0.74	0.77	0.86	0.81	0.83	0.75	0.84	0.79	0.83	0.85	0.85	0.86	0.74	0.8	0.78	0.8	0.83	0.87	0.72	0.78	0.79	0.79	0.74	0.85	0.83	0.86	0.75	0.82	0.77	0.78	0.78	0.83	0.86	0.78	0.82	0.84	0.8	0.87	0.79	0.84	0.82	0.56
